Time	Open	High	Low	Close	Volume
2025-12-19 17:40:00	1.17172	1.1718	1.17171	1.17176	72	4
2025-12-19 17:41:00	1.17176	1.17193	1.17176	1.1719	100	4
2025-12-19 17:42:00	1.17191	1.17196	1.17189	1.17194	50	4
2025-12-19 17:43:00	1.17193	1.17194	1.17184	1.17185	46	4
2025-12-19 17:44:00	1.17188	1.17188	1.1718	1.1718	56	4
2025-12-19 17:45:00	1.17182	1.17182	1.17175	1.17178	66	5
2025-12-19 17:46:00	1.17178	1.17188	1.17178	1.17188	43	3
2025-12-19 17:47:00	1.17188	1.17193	1.17188	1.17189	20	3
2025-12-19 17:48:00	1.17188	1.17188	1.17183	1.17185	28	3
2025-12-19 17:49:00	1.17187	1.17197	1.17187	1.17191	69	3
2025-12-19 17:50:00	1.17192	1.17198	1.17192	1.17197	45	4
2025-12-19 17:51:00	1.17202	1.17208	1.17198	1.17198	49	4
2025-12-19 17:52:00	1.17198	1.17202	1.17193	1.17201	65	4
2025-12-19 17:53:00	1.17202	1.17203	1.17186	1.17188	63	4
2025-12-19 17:54:00	1.1719	1.1719	1.17184	1.17185	21	4
2025-12-19 17:55:00	1.17184	1.1719	1.17182	1.17189	42	4
2025-12-19 17:56:00	1.17188	1.1719	1.17186	1.17188	48	4
2025-12-19 17:57:00	1.17189	1.17194	1.1718	1.1718	95	4
2025-12-19 17:58:00	1.17181	1.1719	1.17179	1.1719	53	4
2025-12-19 17:59:00	1.17188	1.17191	1.1718	1.17191	129	4
2025-12-19 18:00:00	1.17191	1.17195	1.17188	1.1719	129	4
2025-12-19 18:01:00	1.17189	1.17192	1.17185	1.17188	79	5
2025-12-19 18:02:00	1.17189	1.17191	1.17184	1.17184	70	5
2025-12-19 18:03:00	1.17183	1.17186	1.17179	1.17184	92	4
2025-12-19 18:04:00	1.17186	1.17194	1.17186	1.17189	84	4
2025-12-19 18:05:00	1.17189	1.1719	1.17183	1.17184	47	5
2025-12-19 18:06:00	1.17185	1.17194	1.17184	1.17194	34	4
2025-12-19 18:07:00	1.17196	1.17202	1.17187	1.17202	80	5
2025-12-19 18:08:00	1.17202	1.17213	1.17201	1.17211	61	5
2025-12-19 18:09:00	1.1721	1.1722	1.1721	1.17218	75	5
2025-12-19 18:10:00	1.17218	1.1722	1.17211	1.17214	61	5
2025-12-19 18:11:00	1.17213	1.17232	1.17213	1.17231	88	5
2025-12-19 18:12:00	1.17231	1.17231	1.17222	1.17227	133	5
2025-12-19 18:13:00	1.17228	1.17241	1.17225	1.17241	58	4
2025-12-19 18:14:00	1.1724	1.17251	1.17238	1.17251	81	4
2025-12-19 18:15:00	1.17253	1.17261	1.17249	1.17259	65	4
2025-12-19 18:16:00	1.17259	1.17267	1.1725	1.1725	81	4
2025-12-19 18:17:00	1.17248	1.17262	1.17246	1.1726	58	5
2025-12-19 18:18:00	1.17262	1.17271	1.17262	1.17269	59	4
2025-12-19 18:19:00	1.17268	1.1727	1.17265	1.17269	31	5
2025-12-19 18:20:00	1.17269	1.1727	1.17257	1.17264	61	4
2025-12-19 18:21:00	1.17264	1.17264	1.17251	1.17256	68	4
2025-12-19 18:22:00	1.17255	1.17255	1.17234	1.17236	69	3
2025-12-19 18:23:00	1.17236	1.17257	1.17233	1.17256	79	4
2025-12-19 18:24:00	1.17257	1.17257	1.17252	1.17257	20	4
2025-12-19 18:25:00	1.17256	1.17258	1.1725	1.17255	49	4
2025-12-19 18:26:00	1.17254	1.17266	1.17252	1.17266	30	3
2025-12-19 18:27:00	1.17265	1.17267	1.17255	1.17258	35	3
2025-12-19 18:28:00	1.17256	1.17263	1.17244	1.17244	63	3
2025-12-19 18:29:00	1.17242	1.17249	1.17242	1.17249	22	3
2025-12-19 18:30:00	1.17249	1.17251	1.17247	1.17248	45	3
2025-12-19 18:31:00	1.17247	1.17254	1.17236	1.17237	89	3
2025-12-19 18:32:00	1.17239	1.17242	1.17216	1.1723	164	3
2025-12-19 18:33:00	1.17223	1.17229	1.17215	1.17219	90	3
2025-12-19 18:34:00	1.17218	1.17228	1.17212	1.17227	72	3
2025-12-19 18:35:00	1.17226	1.17233	1.17222	1.17224	64	4
2025-12-19 18:36:00	1.17225	1.17228	1.17222	1.17226	58	4
2025-12-19 18:37:00	1.17228	1.1723	1.17221	1.17228	72	4
2025-12-19 18:38:00	1.17229	1.1723	1.17223	1.17226	64	4
2025-12-19 18:39:00	1.17228	1.17229	1.17219	1.17224	64	4
2025-12-19 18:40:00	1.17226	1.17228	1.17214	1.17215	95	5
2025-12-19 18:41:00	1.17217	1.17221	1.17214	1.17221	50	5
2025-12-19 18:42:00	1.1722	1.17221	1.17213	1.17217	68	4
2025-12-19 18:43:00	1.17216	1.17225	1.17212	1.17222	78	3
2025-12-19 18:44:00	1.17221	1.17223	1.17214	1.17214	38	3
2025-12-19 18:45:00	1.17215	1.17216	1.17208	1.17209	26	3
2025-12-19 18:46:00	1.17211	1.17219	1.17211	1.17212	23	3
2025-12-19 18:47:00	1.17213	1.17214	1.17207	1.17209	27	3
2025-12-19 18:48:00	1.17208	1.17218	1.17208	1.17217	36	3
2025-12-19 18:49:00	1.17216	1.17218	1.17213	1.17215	36	3
2025-12-19 18:50:00	1.17214	1.17219	1.17211	1.17217	24	4
2025-12-19 18:51:00	1.17219	1.17231	1.17217	1.17227	43	4
2025-12-19 18:52:00	1.17228	1.17234	1.17228	1.17233	21	3
2025-12-19 18:53:00	1.17233	1.17238	1.17231	1.17231	42	4
2025-12-19 18:54:00	1.17233	1.17233	1.17221	1.17223	51	3
2025-12-19 18:55:00	1.17221	1.17221	1.17212	1.17212	70	4
2025-12-19 18:56:00	1.17212	1.17218	1.17209	1.17209	54	3
2025-12-19 18:57:00	1.17209	1.1721	1.17194	1.17199	122	3
2025-12-19 18:58:00	1.17198	1.17204	1.17197	1.17201	62	3
2025-12-19 18:59:00	1.172	1.17202	1.17196	1.172	34	3
2025-12-19 19:00:00	1.17198	1.17198	1.17182	1.17182	81	3
2025-12-19 19:01:00	1.17181	1.17183	1.17176	1.17178	64	3
2025-12-19 19:02:00	1.17179	1.17191	1.17161	1.17191	160	4
2025-12-19 19:03:00	1.17191	1.17198	1.17187	1.17187	33	3
2025-12-19 19:04:00	1.17186	1.17191	1.17186	1.1719	16	3
2025-12-19 19:05:00	1.1719	1.17191	1.17182	1.17183	25	3
2025-12-19 19:06:00	1.17187	1.17195	1.17184	1.17195	20	3
2025-12-19 19:07:00	1.17193	1.17193	1.17188	1.17193	11	3
2025-12-19 19:08:00	1.17191	1.17191	1.17183	1.17185	29	3
2025-12-19 19:09:00	1.17184	1.17192	1.17184	1.17192	14	3
2025-12-19 19:10:00	1.17194	1.17202	1.17194	1.172	23	2
2025-12-19 19:11:00	1.17199	1.17204	1.17199	1.17202	25	3
2025-12-19 19:12:00	1.17202	1.17208	1.172	1.172	34	3
2025-12-19 19:13:00	1.17201	1.17208	1.172	1.17207	20	3
2025-12-19 19:14:00	1.17206	1.17207	1.17201	1.17207	35	3
2025-12-19 19:15:00	1.17204	1.17204	1.17182	1.17191	31	3
2025-12-19 19:16:00	1.17193	1.17201	1.17185	1.17185	47	3
2025-12-19 19:17:00	1.17186	1.17205	1.17181	1.17203	54	4
2025-12-19 19:18:00	1.17204	1.17217	1.17203	1.17213	94	4
2025-12-19 19:19:00	1.17214	1.17214	1.17208	1.17212	46	4
2025-12-19 19:20:00	1.17212	1.17212	1.17202	1.17204	56	5
2025-12-19 19:21:00	1.17204	1.17206	1.17203	1.17206	20	5
2025-12-19 19:22:00	1.17208	1.17208	1.17191	1.17191	47	3
2025-12-19 19:23:00	1.17191	1.17199	1.17191	1.17198	25	3
2025-12-19 19:24:00	1.172	1.17206	1.17198	1.17204	29	3
2025-12-19 19:25:00	1.17206	1.17212	1.17205	1.17212	18	4
2025-12-19 19:26:00	1.17211	1.17214	1.17206	1.17209	39	3
2025-12-19 19:27:00	1.1721	1.17213	1.17202	1.17204	33	3
2025-12-19 19:28:00	1.17203	1.17205	1.172	1.17201	33	4
2025-12-19 19:29:00	1.17203	1.17207	1.17202	1.17207	33	4
2025-12-19 19:30:00	1.17206	1.1721	1.172	1.17201	41	4
2025-12-19 19:31:00	1.17202	1.17205	1.17202	1.17205	3	3
2025-12-19 19:32:00	1.17202	1.17207	1.17202	1.17206	30	3
2025-12-19 19:33:00	1.17206	1.17206	1.172	1.172	28	3
2025-12-19 19:34:00	1.17199	1.17203	1.17191	1.17195	37	2
2025-12-19 19:35:00	1.17193	1.17194	1.17189	1.17192	29	3
2025-12-19 19:36:00	1.17194	1.17195	1.17191	1.17194	14	3
2025-12-19 19:37:00	1.17193	1.17196	1.17188	1.17188	36	2
2025-12-19 19:38:00	1.17189	1.17193	1.17187	1.17192	19	3
2025-12-19 19:39:00	1.17193	1.17195	1.17188	1.17188	50	2
2025-12-19 19:40:00	1.17188	1.17192	1.17184	1.17185	40	2
2025-12-19 19:41:00	1.17188	1.17189	1.17182	1.17183	49	3
2025-12-19 19:42:00	1.17185	1.17197	1.17183	1.17195	47	3
2025-12-19 19:43:00	1.17195	1.17202	1.17195	1.17199	59	3
2025-12-19 19:44:00	1.17198	1.17199	1.17193	1.17198	22	3
2025-12-19 19:45:00	1.17198	1.17211	1.17197	1.1721	28	2
2025-12-19 19:46:00	1.17206	1.17208	1.17202	1.17204	34	3
2025-12-19 19:47:00	1.17204	1.17215	1.17204	1.17214	29	3
2025-12-19 19:48:00	1.17211	1.17219	1.1721	1.17217	43	3
2025-12-19 19:49:00	1.17217	1.17226	1.17214	1.17224	36	3
2025-12-19 19:50:00	1.17225	1.17225	1.17216	1.17219	31	3
2025-12-19 19:51:00	1.17218	1.1722	1.17212	1.17214	48	3
2025-12-19 19:52:00	1.17213	1.17217	1.17211	1.17216	51	3
2025-12-19 19:53:00	1.17214	1.17226	1.17213	1.17226	13	3
2025-12-19 19:54:00	1.17226	1.17227	1.17225	1.17225	11	3
2025-12-19 19:55:00	1.17225	1.17231	1.17225	1.17228	19	3
2025-12-19 19:56:00	1.17226	1.1723	1.17226	1.17227	22	3
2025-12-19 19:57:00	1.17227	1.17251	1.17227	1.17242	67	3
2025-12-19 19:58:00	1.1724	1.1724	1.17229	1.1723	27	3
2025-12-19 19:59:00	1.17231	1.17237	1.1723	1.17235	24	2
2025-12-19 20:00:00	1.17235	1.17245	1.17231	1.17244	51	3
2025-12-19 20:01:00	1.17245	1.17255	1.17245	1.17255	31	3
2025-12-19 20:02:00	1.17255	1.17255	1.17239	1.17243	71	3
2025-12-19 20:03:00	1.17243	1.17244	1.17237	1.17237	24	3
2025-12-19 20:04:00	1.17236	1.17236	1.1723	1.1723	24	3
2025-12-19 20:05:00	1.17231	1.17231	1.17223	1.17223	28	3
2025-12-19 20:06:00	1.17222	1.17225	1.1722	1.17223	22	3
2025-12-19 20:07:00	1.17224	1.17228	1.17224	1.17224	13	4
2025-12-19 20:08:00	1.17223	1.17223	1.17219	1.17221	23	4
2025-12-19 20:09:00	1.17223	1.17224	1.17217	1.17217	20	4
2025-12-19 20:10:00	1.17216	1.17226	1.17215	1.17222	22	4
2025-12-19 20:11:00	1.17223	1.17225	1.17223	1.17223	2	3
2025-12-19 20:12:00	1.17222	1.17226	1.17222	1.17223	10	3
2025-12-19 20:13:00	1.17221	1.17224	1.17218	1.17218	35	3
2025-12-19 20:14:00	1.17216	1.17221	1.17215	1.17221	13	3
2025-12-19 20:15:00	1.17219	1.17221	1.17216	1.17221	14	2
2025-12-19 20:16:00	1.17219	1.17219	1.17212	1.17214	38	2
2025-12-19 20:17:00	1.17215	1.17218	1.17208	1.17208	17	2
2025-12-19 20:18:00	1.17206	1.17206	1.17205	1.17205	1	4
2025-12-19 20:19:00	1.17205	1.17205	1.17203	1.17205	11	4
2025-12-19 20:20:00	1.17205	1.17208	1.17205	1.17207	22	3
2025-12-19 20:21:00	1.17205	1.17207	1.17201	1.17206	16	3
2025-12-19 20:22:00	1.17207	1.1721	1.17206	1.17208	44	4
2025-12-19 20:23:00	1.17207	1.17211	1.17206	1.17208	16	3
2025-12-19 20:24:00	1.17211	1.17211	1.17197	1.17198	17	3
2025-12-19 20:25:00	1.17199	1.17203	1.17196	1.17198	35	3
2025-12-19 20:26:00	1.17198	1.17201	1.17197	1.17197	17	3
2025-12-19 20:27:00	1.17197	1.17198	1.17193	1.17194	24	4
2025-12-19 20:28:00	1.17194	1.17195	1.17192	1.17192	11	3
2025-12-19 20:29:00	1.17193	1.17197	1.17193	1.17195	13	3
2025-12-19 20:30:00	1.17194	1.17194	1.17189	1.17192	26	2
2025-12-19 20:31:00	1.17191	1.17191	1.17189	1.1719	8	3
2025-12-19 20:32:00	1.17188	1.17189	1.17185	1.17187	17	3
2025-12-19 20:33:00	1.17186	1.17186	1.17179	1.17183	22	3
2025-12-19 20:34:00	1.17185	1.17186	1.17183	1.17183	25	3
2025-12-19 20:35:00	1.17186	1.1719	1.17183	1.17189	18	4
2025-12-19 20:36:00	1.1719	1.17193	1.17185	1.17185	23	3
2025-12-19 20:37:00	1.17186	1.17186	1.17186	1.17186	1	4
2025-12-19 20:38:00	1.17186	1.17188	1.17184	1.17188	7	3
2025-12-19 20:39:00	1.1719	1.17193	1.17187	1.17188	22	3
2025-12-19 20:40:00	1.17187	1.17191	1.17187	1.17189	15	2
2025-12-19 20:41:00	1.17187	1.17191	1.17187	1.17187	17	3
2025-12-19 20:42:00	1.17188	1.17191	1.17184	1.17184	32	3
2025-12-19 20:43:00	1.17183	1.17184	1.17179	1.1718	43	3
2025-12-19 20:44:00	1.17181	1.17188	1.1718	1.17182	34	3
2025-12-19 20:45:00	1.1718	1.1719	1.1718	1.17184	28	2
2025-12-19 20:46:00	1.17183	1.17188	1.17183	1.17185	10	3
2025-12-19 20:47:00	1.17183	1.17185	1.17177	1.17179	35	3
2025-12-19 20:48:00	1.17179	1.17183	1.17177	1.17182	43	3
2025-12-19 20:49:00	1.17181	1.17181	1.17166	1.17168	57	3
2025-12-19 20:50:00	1.17166	1.17168	1.17149	1.17156	98	4
2025-12-19 20:51:00	1.17157	1.17168	1.17154	1.17166	54	2
2025-12-19 20:52:00	1.17165	1.17165	1.1712	1.17121	184	4
2025-12-19 20:53:00	1.17122	1.17124	1.17105	1.17108	80	3
2025-12-19 20:54:00	1.17109	1.1711	1.17086	1.1709	75	3
2025-12-19 20:55:00	1.1709	1.1709	1.17063	1.17086	122	3
2025-12-19 20:56:00	1.17086	1.17105	1.17086	1.17102	74	3
2025-12-19 20:57:00	1.171	1.17105	1.17093	1.17096	76	3
2025-12-19 20:58:00	1.17094	1.17096	1.17086	1.17096	152	4
2025-12-19 20:59:00	1.17096	1.17104	1.17091	1.17097	94	4
2025-12-19 21:00:00	1.17095	1.17112	1.17087	1.17108	68	5
2025-12-19 21:01:00	1.17109	1.17123	1.17104	1.17123	64	4
2025-12-19 21:02:00	1.17122	1.17127	1.17118	1.17123	47	5
2025-12-19 21:03:00	1.17123	1.17131	1.17121	1.17128	50	5
2025-12-19 21:04:00	1.17128	1.17137	1.17118	1.17118	45	5
2025-12-19 21:05:00	1.17118	1.17136	1.17118	1.17128	38	4
2025-12-19 21:06:00	1.17128	1.17135	1.17122	1.17122	16	5
2025-12-19 21:07:00	1.17123	1.17123	1.17117	1.1712	7	4
2025-12-19 21:08:00	1.17118	1.1712	1.17112	1.17114	45	5
2025-12-19 21:09:00	1.17113	1.17115	1.17111	1.17113	26	6
2025-12-19 21:10:00	1.17116	1.17118	1.17115	1.17115	25	6
2025-12-19 21:11:00	1.17114	1.17117	1.17103	1.17103	20	4
2025-12-19 21:12:00	1.17104	1.17115	1.17104	1.17114	18	5
2025-12-19 21:13:00	1.17114	1.17117	1.17111	1.17116	20	5
2025-12-19 21:14:00	1.17118	1.17118	1.17111	1.17114	14	5
2025-12-19 21:15:00	1.17114	1.17114	1.17114	1.17114	3	7
2025-12-19 21:16:00	1.17117	1.17128	1.17117	1.17121	16	4
2025-12-19 21:17:00	1.17121	1.17121	1.17116	1.17117	30	4
2025-12-19 21:18:00	1.17117	1.17122	1.17116	1.1712	33	3
2025-12-19 21:19:00	1.17119	1.17125	1.17119	1.17125	7	3
2025-12-19 21:20:00	1.17124	1.17128	1.17122	1.17128	15	3
2025-12-19 21:21:00	1.17127	1.17127	1.17124	1.17126	9	4
2025-12-19 21:22:00	1.17124	1.17126	1.17121	1.17122	13	4
2025-12-19 21:23:00	1.17123	1.17126	1.17123	1.17126	8	4
2025-12-19 21:24:00	1.17125	1.17125	1.17121	1.17123	11	4
2025-12-19 21:25:00	1.17121	1.17124	1.1712	1.1712	11	4
2025-12-19 21:26:00	1.17122	1.17122	1.17119	1.17119	13	4
2025-12-19 21:27:00	1.17121	1.17121	1.17121	1.17121	2	4
2025-12-19 21:28:00	1.17118	1.17123	1.17109	1.17123	30	3
2025-12-19 21:29:00	1.17123	1.17125	1.17116	1.1712	56	4
2025-12-19 21:30:00	1.17122	1.17123	1.17119	1.1712	14	4
2025-12-19 21:31:00	1.17119	1.1712	1.17118	1.1712	21	3
2025-12-19 21:32:00	1.17119	1.17119	1.17112	1.17112	27	4
2025-12-19 21:33:00	1.17111	1.17111	1.17088	1.1709	42	5
2025-12-19 21:34:00	1.1709	1.1709	1.17077	1.17081	49	6
2025-12-19 21:35:00	1.17081	1.17094	1.1708	1.17092	26	5
2025-12-19 21:36:00	1.17092	1.17095	1.17087	1.17094	32	6
2025-12-19 21:37:00	1.17093	1.17097	1.17085	1.17094	13	5
2025-12-19 21:38:00	1.17094	1.17104	1.17094	1.17104	6	5
2025-12-19 21:39:00	1.17105	1.17105	1.17103	1.17103	5	4
2025-12-19 21:40:00	1.17101	1.17101	1.17097	1.17098	12	4
2025-12-19 21:41:00	1.17096	1.17098	1.17095	1.17098	7	6
2025-12-19 21:42:00	1.17097	1.17099	1.17097	1.17099	3	5
2025-12-19 21:43:00	1.17099	1.17103	1.17092	1.17096	21	3
2025-12-19 21:44:00	1.17101	1.17105	1.17096	1.17105	30	6
2025-12-19 21:45:00	1.17104	1.17104	1.17093	1.17094	44	6
2025-12-19 21:46:00	1.17094	1.17102	1.17094	1.17098	44	7
2025-12-19 21:47:00	1.17096	1.17098	1.17094	1.17096	13	6
2025-12-19 21:48:00	1.17098	1.17102	1.17092	1.171	59	6
2025-12-19 21:49:00	1.17101	1.17104	1.17101	1.17102	11	6
2025-12-19 21:50:00	1.171	1.171	1.17091	1.17097	19	5
2025-12-19 21:51:00	1.17095	1.17103	1.17093	1.17102	24	6
2025-12-19 21:52:00	1.17104	1.17106	1.17101	1.17101	21	6
2025-12-19 21:53:00	1.17103	1.17115	1.17092	1.17095	48	5
2025-12-19 21:54:00	1.17095	1.17095	1.17076	1.17079	44	6
2025-12-19 21:55:00	1.17077	1.17077	1.17062	1.17067	62	5
2025-12-19 21:56:00	1.17067	1.17083	1.17059	1.1708	156	5
2025-12-19 21:57:00	1.17081	1.17101	1.17074	1.17095	159	7
2025-12-19 21:58:00	1.17093	1.17096	1.17073	1.17082	144	10
2025-12-19 21:59:00	1.17083	1.17103	1.17076	1.17103	61	15
2025-12-21 22:00:00	1.17149	1.17149	1.17148	1.17148	5	74
2025-12-21 22:01:00	1.17148	1.17151	1.17148	1.17151	7	69
2025-12-21 22:02:00	1.1714	1.17151	1.1714	1.17142	10	79
2025-12-21 22:03:00	1.17141	1.1715	1.17141	1.1715	9	48
2025-12-21 22:04:00	1.17152	1.17152	1.17152	1.17152	1	29
2025-12-21 22:05:00	1.17152	1.17152	1.17139	1.1715	58	43
2025-12-21 22:06:00	1.17158	1.17158	1.17148	1.17148	13	26
2025-12-21 22:07:00	1.17149	1.17158	1.17142	1.17158	8	34
2025-12-21 22:08:00	1.17158	1.17159	1.17145	1.17145	6	22
2025-12-21 22:09:00	1.17144	1.17153	1.17144	1.1715	10	43
2025-12-21 22:10:00	1.17151	1.17151	1.17151	1.17151	1	53
2025-12-21 22:11:00	1.17151	1.17154	1.1715	1.17152	8	52
2025-12-21 22:12:00	1.17155	1.17155	1.1715	1.1715	10	52
2025-12-21 22:13:00	1.17151	1.17152	1.17151	1.17152	3	60
2025-12-21 22:14:00	1.17152	1.17152	1.17151	1.17151	3	61
2025-12-21 22:15:00	1.17152	1.17169	1.17148	1.17149	15	39
2025-12-21 22:16:00	1.17149	1.17164	1.17148	1.17151	57	19
2025-12-21 22:17:00	1.17165	1.17165	1.17154	1.17157	36	30
2025-12-21 22:18:00	1.17157	1.17158	1.17157	1.17158	14	31
2025-12-21 22:19:00	1.1715	1.17159	1.17149	1.17159	53	26
2025-12-21 22:20:00	1.17158	1.17158	1.17158	1.17158	5	34
2025-12-21 22:21:00	1.17149	1.1715	1.17149	1.1715	4	52
2025-12-21 22:22:00	1.1715	1.1715	1.17149	1.1715	4	45
2025-12-21 22:23:00	1.1715	1.17152	1.17149	1.17152	4	39
2025-12-21 22:24:00	1.17151	1.17152	1.17151	1.17151	6	36
2025-12-21 22:25:00	1.17151	1.17159	1.17151	1.17152	19	19
2025-12-21 22:26:00	1.17151	1.17152	1.17151	1.17152	4	17
2025-12-21 22:27:00	1.17153	1.17154	1.17149	1.1715	56	17
2025-12-21 22:28:00	1.17149	1.17151	1.17149	1.1715	31	17
2025-12-21 22:29:00	1.17151	1.17151	1.17114	1.17116	75	25
2025-12-21 22:30:00	1.17116	1.17135	1.17111	1.17115	107	19
2025-12-21 22:31:00	1.17114	1.17137	1.1711	1.17113	133	18
2025-12-21 22:32:00	1.17128	1.17133	1.1711	1.17117	143	25
2025-12-21 22:33:00	1.17119	1.17125	1.17113	1.17118	228	23
2025-12-21 22:34:00	1.17117	1.17118	1.17113	1.17117	67	25
2025-12-21 22:35:00	1.17116	1.17157	1.17114	1.17126	123	32
2025-12-21 22:36:00	1.17127	1.1713	1.17123	1.17125	23	43
2025-12-21 22:37:00	1.17124	1.17127	1.17124	1.17125	8	51
2025-12-21 22:38:00	1.17126	1.17158	1.17126	1.17157	21	32
2025-12-21 22:39:00	1.17154	1.17162	1.17152	1.17162	62	24
2025-12-21 22:40:00	1.17161	1.17162	1.17149	1.1715	22	19
2025-12-21 22:41:00	1.1715	1.17153	1.17138	1.17138	20	27
2025-12-21 22:42:00	1.17138	1.17146	1.17126	1.17137	56	33
2025-12-21 22:43:00	1.17136	1.17138	1.17116	1.17136	85	24
2025-12-21 22:44:00	1.17132	1.17136	1.17115	1.17135	125	22
2025-12-21 22:45:00	1.17131	1.17166	1.17119	1.17157	182	29
2025-12-21 22:46:00	1.17157	1.17157	1.17135	1.17138	50	61
2025-12-21 22:47:00	1.17139	1.17141	1.17135	1.17135	115	59
2025-12-21 22:48:00	1.17137	1.17139	1.17124	1.17127	57	63
2025-12-21 22:49:00	1.17127	1.17129	1.17122	1.17125	150	68
2025-12-21 22:50:00	1.17125	1.17126	1.17109	1.17109	108	61
2025-12-21 22:51:00	1.1711	1.1712	1.17108	1.1711	31	54
2025-12-21 22:52:00	1.17111	1.17126	1.17108	1.17116	35	50
2025-12-21 22:53:00	1.17117	1.1713	1.17109	1.17111	37	41
2025-12-21 22:54:00	1.17112	1.17117	1.17111	1.17111	5	47
2025-12-21 22:55:00	1.17111	1.17113	1.17109	1.17113	11	59
2025-12-21 22:56:00	1.17113	1.17113	1.17106	1.17107	5	58
2025-12-21 22:57:00	1.17105	1.17124	1.171	1.17103	32	50
2025-12-21 22:58:00	1.17104	1.17135	1.17102	1.17126	73	37
2025-12-21 22:59:00	1.17125	1.17126	1.17118	1.17119	10	37
2025-12-21 23:00:00	1.17121	1.17158	1.17121	1.17145	118	15
2025-12-21 23:01:00	1.17138	1.17145	1.17132	1.17134	70	19
2025-12-21 23:02:00	1.17136	1.17149	1.17135	1.17148	43	13
2025-12-21 23:03:00	1.17145	1.17146	1.17129	1.17132	39	6
2025-12-21 23:04:00	1.17131	1.17135	1.17129	1.17135	18	16
2025-12-21 23:05:00	1.17134	1.17136	1.17119	1.17124	50	15
2025-12-21 23:06:00	1.17129	1.17135	1.17124	1.1713	35	17
2025-12-21 23:07:00	1.17129	1.17138	1.17129	1.17136	12	13
2025-12-21 23:08:00	1.17137	1.17143	1.17136	1.17139	19	5
2025-12-21 23:09:00	1.17137	1.17137	1.17133	1.17136	14	15
2025-12-21 23:10:00	1.17139	1.17141	1.17133	1.17133	7	12
2025-12-21 23:11:00	1.17133	1.17134	1.17133	1.17134	6	13
2025-12-21 23:12:00	1.17132	1.17136	1.17132	1.17135	9	13
2025-12-21 23:13:00	1.17136	1.17136	1.17132	1.17132	3	11
2025-12-21 23:14:00	1.1713	1.17138	1.17128	1.1713	14	13
2025-12-21 23:15:00	1.17132	1.17137	1.17127	1.17136	197	14
2025-12-21 23:16:00	1.17137	1.17142	1.17134	1.1714	141	11
2025-12-21 23:17:00	1.17141	1.17146	1.1714	1.17146	53	9
2025-12-21 23:18:00	1.17145	1.17147	1.1714	1.17143	8	6
2025-12-21 23:19:00	1.17142	1.17143	1.17132	1.17133	20	5
2025-12-21 23:20:00	1.17134	1.17134	1.17131	1.17134	10	5
2025-12-21 23:21:00	1.17131	1.17137	1.17131	1.17137	6	5
2025-12-21 23:22:00	1.17134	1.17134	1.17131	1.17131	7	4
2025-12-21 23:23:00	1.17132	1.17143	1.17132	1.17141	22	5
2025-12-21 23:24:00	1.17142	1.17142	1.17135	1.17138	4	3
2025-12-21 23:25:00	1.17136	1.17136	1.17128	1.17128	91	11
2025-12-21 23:26:00	1.17129	1.17132	1.17126	1.1713	230	11
2025-12-21 23:27:00	1.17131	1.17132	1.17129	1.17132	41	10
2025-12-21 23:28:00	1.17134	1.17136	1.17131	1.17134	16	10
2025-12-21 23:29:00	1.17138	1.17142	1.17136	1.17141	29	8
2025-12-21 23:30:00	1.17141	1.17141	1.17115	1.17118	151	11
2025-12-21 23:31:00	1.17118	1.17127	1.17116	1.17125	41	8
2025-12-21 23:32:00	1.17126	1.1713	1.17123	1.17129	63	8
2025-12-21 23:33:00	1.17129	1.17138	1.17125	1.17137	122	5
2025-12-21 23:34:00	1.17134	1.17138	1.17133	1.17138	55	4
2025-12-21 23:35:00	1.17135	1.17138	1.17132	1.17134	24	4
2025-12-21 23:36:00	1.17137	1.17138	1.17134	1.17138	9	4
2025-12-21 23:37:00	1.17135	1.17138	1.1713	1.17131	25	5
2025-12-21 23:38:00	1.1713	1.17137	1.17129	1.17135	113	10
2025-12-21 23:39:00	1.17132	1.17136	1.17129	1.1713	49	7
2025-12-21 23:40:00	1.17128	1.1713	1.17124	1.17129	109	7
2025-12-21 23:41:00	1.17129	1.17129	1.17118	1.1712	30	5
2025-12-21 23:42:00	1.17121	1.17123	1.17115	1.17117	56	4
2025-12-21 23:43:00	1.17114	1.1712	1.17112	1.17114	81	4
2025-12-21 23:44:00	1.17115	1.17118	1.17111	1.17113	74	4
2025-12-21 23:45:00	1.17115	1.17115	1.17106	1.17108	23	4
2025-12-21 23:46:00	1.1711	1.17112	1.17107	1.17108	10	4
2025-12-21 23:47:00	1.17106	1.17107	1.17097	1.171	16	4
2025-12-21 23:48:00	1.17102	1.17104	1.17099	1.17103	8	4
2025-12-21 23:49:00	1.171	1.17103	1.17096	1.17099	37	4
2025-12-21 23:50:00	1.17102	1.17102	1.17092	1.17092	38	4
2025-12-21 23:51:00	1.17092	1.17092	1.17073	1.17075	42	6
2025-12-21 23:52:00	1.17074	1.17079	1.17074	1.17078	16	6
2025-12-21 23:53:00	1.17078	1.17079	1.17069	1.17077	58	7
2025-12-21 23:54:00	1.17073	1.17077	1.17073	1.17076	9	5
2025-12-21 23:55:00	1.17076	1.17076	1.17073	1.17076	13	4
2025-12-21 23:56:00	1.17072	1.17076	1.17062	1.17065	106	4
2025-12-21 23:57:00	1.17068	1.1707	1.17058	1.1707	81	4
